index,percentage_docks_available
0,0.7928359270329866
1,0.6472269347745835
2,0.5941879485860965
3,0.7280791770644461
4,0.8209476517143558
5,0.2702680497583575
6,0.5459317971042557
7,0.5330456787383175
8,0.8018785475143598
9,0.7996116164799167
10,0.6308302872157353
11,0.592993056117795
12,0.6099934729964349
13,0.8897279481868212
14,0.5732376109281149
15,0.8313441554708275
16,0.7281781789558495
17,0.7667357679782251
18,0.5322402665185217
19,0.7686805409888747
20,0.35705735612520856
21,0.6993733580090729
22,0.8439910642438287
23,0.5393296241840804
24,0.8073415679971241
25,0.7929528955806532
26,0.5447513318806021
27,0.7093564371332646
28,0.9332929069560851
29,0.2680460856617788
30,0.866047827614238
31,0.14344848660046886
32,0.7164048539948343
33,0.15000129345798519
34,0.895632537435605
35,0.6287318580168502
36,0.25219112823500067
37,0.47349541380330945
38,0.49690600191321266
39,0.7035599117227523
40,0.28071528416251
41,0.8848198824821829
42,0.5974550308213159
43,0.1618135559299867
44,0.6706184911057853
45,0.5230616089202285
46,0.31733604681999134
47,0.8084875763946655
48,0.8392040467010284
49,0.8662678224187662
50,0.7317978866852812
51,0.26284323427793715
52,0.4518401616075963
53,0.2872915614672114
54,0.9028683336106827
55,0.24309583024287354
56,0.6783809655465969
57,0.6914286754913227
58,0.8109600309024363
59,0.6112810253955903
60,0.5007096193207357
61,0.7384351787445879
62,0.5480732338341942
63,0.16693390915375575
64,0.6162171161652678
65,0.8991667452784142
66,0.9003024682083219
67,0.7253342875527229
68,0.38146091844143065
69,0.24964257272093673
70,0.6136818868252956
71,0.6642564930486158
72,0.9336679149634428
73,0.16089688823718584
74,0.0834811931447758
75,0.6639089868718453
76,0.6209152636431374
77,0.7284331167118611
78,0.654281329975099
79,0.24982044992440094
80,0.014023236811696552
81,0.5527127238149782
82,0.8080662473979112
83,0.2397257441276324
84,0.6336945965178536
85,0.8378440717994148
86,0.5782307127030517
87,0.519601757641772
88,0.7691344739673751
89,0.9526063901871231
90,0.4891953706348196
91,0.5650275169813532
92,0.29790776524627527
93,0.8791644016475526
94,0.8477679248318651
95,0.1825102923754405
96,0.5737801185988265
97,0.9544942500979867
98,0.17575130919461734
99,0.2894982612967761
100,0.6962131431099199
101,0.9157053029681026
102,0.5298771268374961
103,0.5653894755685416
104,0.10210118499905074
105,0.5814795211889008
