index,percentage_docks_available
0,0.8059912627132724
1,0.6199781151569599
2,0.6032124703437284
3,0.7049913892439845
4,0.8059980961126583
5,0.28000621931027675
6,0.5557176915434248
7,0.5419254896021872
8,0.8075532092064184
9,0.8055939581793701
10,0.6388643047411927
11,0.5833364125198661
12,0.616008237297983
13,0.9002701088767707
14,0.5637627610445619
15,0.8264887600351162
16,0.7324221893685029
17,0.7730104547580479
18,0.5470749336786317
19,0.7750854894961455
20,0.3618296444876206
21,0.7199396664495233
22,0.8256623041273453
23,0.5354281917374166
24,0.8032919183519391
25,0.8087384408703069
26,0.5562568367219587
27,0.7193637662368406
28,0.9456259145519353
29,0.2785356169814617
30,0.857545308154655
31,0.14803690556136131
32,0.7303224430962055
33,0.13996410640593826
34,0.9145185425168616
35,0.6400661999225173
36,0.2620359418118954
37,0.4731499633573106
38,0.5089267907808441
39,0.7151293057476026
40,0.29190639817059494
41,0.8731604974738774
42,0.6048628357854844
43,0.1678527632397998
44,0.6913887497468366
45,0.5236962432854527
46,0.3196916951011228
47,0.8069323405107033
48,0.8582491861923783
49,0.890108275475302
50,0.7259310550525037
51,0.2645548736005907
52,0.448386332434319
53,0.28984686872774224
54,0.8919021423041618
55,0.2518741084104267
56,0.6936351102767505
57,0.7107634737662223
58,0.7911467099450422
59,0.604551892425316
60,0.4882434973847359
61,0.756675818726539
62,0.5481622569013482
63,0.1751990844903749
64,0.6296592041052135
65,0.905012753357415
66,0.9030104536344192
67,0.734196509166262
68,0.3944882793996702
69,0.2382407186160422
70,0.6176864224068295
71,0.6777143537252174
72,0.93233181792673
73,0.17055210760113312
74,0.0870638054835821
75,0.6709313381414928
76,0.6236698927779222
77,0.7382206509057324
78,0.65305892536112
79,0.2563433979651474
80,0.019234964017040175
81,0.5632075141811035
82,0.822300411842109
83,0.23891481996241962
84,0.6350715596266518
85,0.8479110435065582
86,0.5909073026488345
87,0.5103926354886932
88,0.759291066688173
89,0.9558355871635307
90,0.4750039011804518
91,0.5725562946193666
92,0.2932387529718254
93,0.8932787480684876
94,0.8521124524350588
95,0.178779975273465
96,0.5835824362170574
97,0.9404417203698009
98,0.1785334443340063
99,0.29187223117366545
100,0.7010243838312452
101,0.910207280060562
102,0.5355400981276046
103,0.5774627812205807
104,0.10623118909857154
105,0.5866010914996748
106,0.7734761321037863
107,0.5251980243420888
108,0.17306782579493946
109,0.6218440964963752
110,0.22000135232873125
111,0.12542352836042303
112,0.727993901394503
113,0.6573541501446812
114,0.21317194579264231
115,0.8289450999216266
116,0.44724270374822184
117,0.775519429307638
118,0.613237635757479
119,0.4322901976259053
120,0.7066212524571733
121,0.3368992214689757
122,0.8121544782620231
123,0.5319634687438869
124,0.3434331100144339
125,0.7659342018803301
126,0.8351236740373189
127,0.9673846764422884
128,0.8025812069148298
129,0.33665399881386415
130,0.7734282953926255
131,0.2194409756781119
132,0.7529792439746987
133,0.2570729059881898
134,0.23256574907492747
135,0.5671632212505315
136,0.5321088630482644
137,0.39394397829304645
138,0.6685348758770163
139,0.8190160220803073
140,0.5463065937754683
141,0.9491043097586622
142,0.6159750061761795
143,0.5005901892632045
144,0.07552838300359603
145,0.49667382346436295
146,0.6156490994815714
147,0.4668400966273626
148,0.893490997676201
149,1.0
150,0.7461760273023076
151,0.9117235305641257
152,0.2758654615389479
153,0.8400743509821677
154,0.7124094611881117
155,0.7199129506245624
156,0.5645469362626915
157,0.8636752085125886
158,0.43962687826843816
159,0.6157471267136624
160,0.8304220299529901
161,0.7470244859915567
162,0.5949826502715719
163,0.706792103685096
164,0.7436603400247145
165,0.4262598529790329
166,0.7856744293097208
167,0.3803088147537369
168,0.9008240732934384
169,0.13724328564653498
170,0.47294010086298277
171,0.726698304311613
172,0.5365117043382839
173,0.7114224075816581
174,0.6575640997378603
175,0.2105092299680565
176,0.33613462255956017
177,0.7028900052298932
178,0.23788783226504706
179,0.7087644240872575
180,0.8361747602789446
181,0.9155350675269778
182,0.7120194084533314
183,0.8819794920940656
184,0.24363647332454685
185,0.5387469873666095
186,0.6532300304838412
187,0.2984773418511094
188,0.4529786241255104
189,0.9027408346311095
190,0.4854117369598131
191,0.8368205558796177
192,0.5393840984751617
193,0.7052804590934473
194,0.9296907791934499
195,0.9185718299334777
196,0.4380595050044011
197,0.30748058709350207
198,0.30882435081088544
199,0.38927162481563515
200,0.5564694033768494
201,0.2566919202843161
202,0.23953656830130102
203,0.6907851905602153
204,0.4275569561758493
205,0.7097169502261642
206,0.8012007844369265
207,0.9409379426808031
208,0.07620492744377583
209,0.5274208633908979
210,0.5307504734688147
211,0.9377149644558912
212,0.8812240992801645
213,0.8919626578307559
214,0.5891882887825213
215,0.5910859276042938
216,0.4452752397540585
217,0.524556590743615
218,0.7487653473008572
219,0.8277226855916567
220,0.9293956868014313
221,0.9766619397691005
222,0.5546966773773396
223,0.38399948683124224
224,0.19185421214699255
225,0.3876697208480999
226,0.4228279784939767
227,0.3709322424100397
228,0.6066225261421709
229,0.5897635931616135
230,0.43056723915972883
231,0.6194700371062012
232,0.8570153780832954
233,0.7134727987741187
234,0.20886173853364495
235,0.6752827488495942
236,0.5365626064230022
237,0.4147622521980716
238,0.7250786090578771
239,0.5129382236262217
240,0.2383045599007159
241,0.8830647852919352
242,0.7338344294708837
243,0.6269803599420378
244,0.2566372530892288
245,0.23986138963516088
246,0.4224838064244615
247,0.7483004835145702
248,0.7971415177958477
249,0.4712092158245468
250,0.22672579633421383
251,0.5505855200681535
252,0.7279768167116328
253,0.6628782156678825
254,0.2623391928601325
255,0.33272101339343685
256,0.7372379588027715
257,0.7532804402104298
258,0.7735277957518403
259,0.2925338251838776
260,0.0
261,0.8874542869282523
262,0.9212976537174316
263,0.27687104742490026
264,0.5826906218390313
265,0.8195768187119555
266,0.6150540471191662
267,0.6778988667539813
268,0.9094462726366702
269,0.9028900865069254
270,0.8583956270080693
271,0.6729170384051613
272,0.8705734269313056
273,0.9133626568476312
274,0.7435187474413215
275,0.5978069482216758
276,0.2656896253538843
277,0.2247439968093757
278,0.3665312885719496
279,0.07903410097901625
280,0.9447297143026443
281,0.5022296803729054
282,0.37528536589797157
283,0.9694143097628278
284,0.3637567768173714
285,0.7558907089318009
286,0.43330502139260785
287,0.2811451455364409
288,0.4263535329549067
289,0.870154515975174
