index,percentage_docks_available
0,0.8030632727697894
1,0.6394488417969676
2,0.6178865498846164
3,0.7412475334596997
4,0.8271156465967249
5,0.29554220588259755
6,0.558158242627854
7,0.5657324922554998
8,0.8139933763658834
9,0.7876761088023997
10,0.6053885385839874
11,0.578686234739923
12,0.6108552092895358
13,0.9206602782284271
14,0.5111341181242051
15,0.8506847254595826
16,0.7377164326095975
17,0.7588322904289225
18,0.525123189878751
19,0.7305527152964404
20,0.3459981824666063
21,0.7077451660538067
22,0.8340879474727401
23,0.5087551124012241
24,0.8046681957887184
25,0.7946879543189472
26,0.5346909776372215
27,0.7213262745974682
28,0.9133538187589474
29,0.32279980479085957
30,0.8764736459511882
31,0.1458585284852119
32,0.7385422179479397
33,0.14603080876109142
34,0.8743955150292679
35,0.625555214681595
36,0.2650529025489713
37,0.49122295639299185
38,0.5088175632140999
39,0.7014072613573911
40,0.32110219627068287
41,0.8931072895994153
42,0.5861254519457808
43,0.1255925523683495
44,0.6843702326552975
45,0.5325136674842359
46,0.2744784364892067
47,0.8011510807562244
48,0.8461805629319332
49,0.8849688355769174
50,0.7303208480783527
51,0.24962688909153094
52,0.5315649845038128
53,0.2566858267405988
54,0.9156716188956411
55,0.27441247181721073
56,0.6942422937479058
57,0.713069537513948
58,0.807864275090689
59,0.6292169129582625
60,0.4946281038429202
61,0.730544164707281
62,0.5334026375419565
63,0.12607037902453846
64,0.6260431671560354
65,0.8438222802956732
66,0.8654248802537018
67,0.7298480295299039
68,0.43971038256054074
69,0.24537465544092302
70,0.587617746015528
71,0.6870328039867923
72,0.8852314337107965
73,0.12532952331237243
74,0.05455241740230063
75,0.655562171831861
76,0.6057252249481428
77,0.7312326178471432
78,0.6549499099171755
79,0.21201206470733472
80,0.08110719445274064
81,0.5742709077734247
82,0.8394097273533241
83,0.2802293056875482
84,0.6450947646958651
85,0.8512423847830745
86,0.5956647068325968
87,0.4735406333898015
88,0.7632544156770166
89,0.9724252489545712
90,0.48622913942009127
91,0.5604807942805625
92,0.38402661926169346
93,0.8945304348439482
94,0.8574322138572863
95,0.1106465642755532
96,0.5698142189695412
97,0.9495999140716943
98,0.1875194999832274
99,0.29969656645430487
100,0.6910331052673585
101,0.8702439193454737
102,0.5293811244361469
103,0.570680241401151
104,0.1022649231200336
105,0.5676894898156928
106,0.7303850508904799
107,0.5138549940466829
108,0.13723913063049423
109,0.5705161731584036
110,0.20844095697818707
111,0.09640763058927873
112,0.7336714702410321
113,0.6572037186309686
114,0.20738112528259245
115,0.8062240380095153
116,0.4264002006521901
117,0.7976496970355405
118,0.6302407227361809
119,0.43589492216553233
120,0.7223571384843285
121,0.3219036986588384
122,0.7998097657016787
123,0.5419127407279885
124,0.32457931311131677
125,0.7924045183773047
126,0.8500137365092778
127,0.9921880370215247
128,0.7823757772009475
129,0.3216861704238136
130,0.8051180229905771
131,0.18977174776421765
132,0.775454065042203
133,0.2597879109512268
134,0.2595678527208408
135,0.5541938482037603
136,0.5299282091634792
137,0.3432864602669867
138,0.6890549886676096
139,0.806868078633475
140,0.5491435217529677
141,0.9797144172132242
142,0.638384183632013
143,0.5129340549971313
144,0.09819415078172779
145,0.4962788518308396
146,0.6250001394086062
147,0.4884519800081973
148,0.9190675064878443
149,1
150,0.7379962597890986
151,0.9501526965140685
152,0.26440911645688453
153,0.8342086503042674
154,0.7002447644405394
155,0.7225495764160146
156,0.5596366370966559
157,0.834813780899318
158,0.4376962725333388
159,0.6426289588045363
160,0.8221690633033706
161,0.7246141174734909
162,0.5942257967091698
163,0.5905739893794069
164,0.7161445955687704
165,0.4450649440872784
166,0.7968910200887062
167,0.3607735722378519
168,0.919633163926624
169,0.14805683791200003
170,0.4654539687023978
171,0.750531766149139
172,0.5337805001865998
173,0.7187707250603038
174,0.6345854973531697
175,0.215886443988073
176,0.2976788305190082
177,0.7077493634776101
178,0.2169216036636149
179,0.6888959881648701
180,0.8257109557246389
181,0.927439493911182
182,0.7168500003459488
183,0.8622109651652987
184,0.24757265186988153
185,0.5363289379693269
186,0.6547454555062509
187,0.2706384167156568
188,0.44275503875118477
189,0.9321178569048625
190,0.4453104461698461
191,0.7621539893653959
192,0.5241404092912845
193,0.6609875606622566
194,0.9329570784215683
195,0.8909862110399266
196,0.4436316417457117
197,0.2915367523926426
198,0.3219874386457585
199,0.3516144361642622
200,0.5494211766512117
201,0.24835738996145976
202,0.22362579048110698
203,0.6932360521018509
204,0.43893816161041743
205,0.7172287452466574
206,0.7880802813386033
207,0.8588354004783293
208,0.04856994937220392
209,0.484771624196296
210,0.5526554673489605
211,0.9562941209037977
212,0.8143923542683064
213,0.9211123384451763
214,0.5737959748521658
215,0.5924683955052068
216,0.43201225030901536
217,0.514716177678314
218,0.7369708618694514
219,0.8283341379666936
220,0.947192268942825
221,1
222,0.5569569903281586
223,0.4003245461516177
224,0.15219919658186573
225,0.3997617590504262
226,0.4274503240690516
227,0.38025564136642903
228,0.5872867578581228
229,0.5708708515074965
230,0.4345088159103359
231,0.6037532244580963
232,0.8500627490513193
233,0.6962312665445093
234,0.25628363109892627
235,0.6862230248832076
236,0.5241458855252317
237,0.38434085606119955
238,0.6814485167090703
239,0.48489716288678053
240,0.19166413551811487
241,0.8097056163427248
242,0.7570522177235456
243,0.584458888893516
244,0.2349384349245534
245,0.25324546628471645
246,0.40120804152297357
247,0.676942257916328
248,0.7770480383425519
249,0.4378301626222669
250,0.2680670992234093
251,0.5413649245849279
252,0.7191326879662343
253,0.6566602690785645
254,0.25204906282600004
255,0.3360469058345218
256,0.7208591372403476
257,0.7356796127800883
258,0.7917694111950687
259,0.2548824148953758
260,0
261,0.8766833131966484
262,0.9199771938010819
263,0.37375115032968076
264,0.5695066534726974
265,0.8445742160845767
266,0.611853195622258
267,0.665946010503084
268,0.9327802799696491
269,0.9083992257816051
270,0.855935767590729
271,0.6602225557284591
272,0.8234452845903222
273,0.9025365428364698
274,0.711316437628974
275,0.5833398378813944
276,0.3095840932029242
277,0.19417094728982545
278,0.338990170129789
279,0.10648115336781028
280,0.9295197417912198
281,0.5317171214072095
282,0.39189812415455916
283,0.9455602392511236
284,0.36493852387160813
285,0.7495451377916759
286,0.4268867760612714
287,0.2864287374508969
288,0.4554235507124415
289,0.892761674740711
290,0.5583786199734264
291,0.5553421597162483
292,0.4957679431970743
293,0.7944585704277494
294,0.13683469097948697
295,0.7736584129912397
296,0.5912592642894636
297,0.8907244967972567
298,0.8213987987386533
299,0.12670847784384015
300,0.6199373725597124
301,0.12080214239823736
302,0.5953178621165782
303,0.4256309256981926
304,0.4500337403016486
305,0.6427205465922132
306,0.4980646582210954
307,0.5938484390679339
308,0.8017934873794785
309,0.2412379502554117
310,0.8573388190722986
311,0.6550754900588333
312,0.8273478216707557
313,0.8598796134132913
314,0.5063594290485938
315,0.28651712677805746
316,0.7638480274160426
317,0.40099152770764285
318,0.8687425900739936
319,0.7384045004014896
320,0.4582354034287881
321,0.9357198694411716
322,0.41736145649850287
323,0.5484999031989343
324,0.28675398006676756
325,0.5313177650280223
326,0.7344784889097455
327,0.3892220290481978
328,0.3330240847581811
329,0.801215130672118
330,0.3768386436393869
331,0.8144849427530276
332,0.1618732302780448
333,0.7808860494432
334,0.7852096387353587
335,0.9603535246665466
336,0.3342219807981984
337,0.6149413720699772
338,0.783556358903013
339,0.6666269612396336
340,0.39514316846071484
341,0.5251680240669682
342,0.8752750203709055
343,0.5189831807252514
344,0.4042805113360549
345,0.23651774023503336
346,0.25811846519301296
347,0.6650004731043718
348,0.6785718591112786
349,0.728752636050508
350,0.632607864345064
351,0.807613869277027
352,0.562424366603108
353,0.7087390923537484
354,1
355,0.2049614975868957
356,0.6628721963793551
357,0.2243469268781675
358,0.643698955351043
359,0.9053162093384263
360,0.5031465607304414
361,0.8443435249530683
362,0.7847195499016152
363,0.662402644628397
364,0.14707296852707763
365,0.4471922711896846
366,0.37532763724551405
367,0.2567188569564621
368,0.0916416159937085
369,0.6399711135642412
370,0.6582427896179158
371,0.49122601559945217
372,0.1128662999586161
373,0.8810373241909418
374,0.11965412507504009
375,0.700171876861178
376,0.7795038008498524
377,0.54840165458764
378,0.452789810509648
379,0.48975768763349187
380,0.6393388729567806
381,0.5658567583002988
382,0.36709478560576025
383,0.6049289151500163
384,0.8374183174532304
385,0.6745200373329312
386,0.48071090522673426
387,0.19343743192429294
388,0.7315142776443744
389,0.7844189235473707
390,0.710303907732922
391,0.03821924722314793
392,0.39881102423390696
393,0.16006187044363132
394,0.7319426025852247
395,0.5959157721432427
396,0.8034618994185532
397,0.5481599797424639
398,0.7588734324768772
399,0.7525770314804617
400,0.49965166168717445
401,0.8411795597825499
402,0.3091124845373126
403,0.06284409205506865
404,0.7388746256753884
405,0.6016206256569976
406,0.8293744016275584
407,0.38903746665649924
408,0.32723774668245764
409,0.4834721136839101
410,0.41712600127982186
411,0.6056224877862225
412,0.8289013469566371
